Candidate,Gender,Party_ID,Party,Acronym,Votes
ZENUN ELEZAJ,M,2,Partia Demokratike e Kosovës Aleanca për Ardhmërinë e Kosovës Nisma për Kosovën Partia e Drejtësisë Lëvizja për Bashkim Partia Shqiptare Demokristiane e Kosovës Partia Konservatore e Kosovës Alternativa Demokratike e Kosovës Republikanët e Kosovës Partia e Ballit Partia Socialdemokrate Balli Kombëtar i Kosovës,,3948
ZENUN PAJAZITI,M,2,Partia Demokratike e Kosovës Aleanca për Ardhmërinë e Kosovës Nisma për Kosovën Partia e Drejtësisë Lëvizja për Bashkim Partia Shqiptare Demokristiane e Kosovës Partia Konservatore e Kosovës Alternativa Demokratike e Kosovës Republikanët e Kosovës Partia e Ballit Partia Socialdemokrate Balli Kombëtar i Kosovës,,10153
ZENUN XHAFERI,M,14,PARTIA LIBERALE EGJIPTIANE,,57
ZEQIR HASHANI,M,6,LIDHJA DEMOKRATIKE E KOSOVËS ALEANCA KOSOVA E RE,,2014
ZEYNEL ABIDIN USTAIBO,M,16,KOSOVA DEMOKRATİK TÜRK PARTİSİ,,317
ZIJAJDIN VRAGOVIQ,M,26,PARTIA ROME E BASHKUAR E KOSOVËS,,49
ZIKRETA ALITI,F,22,NOVA DEMOKRATSKA STRANKA,,457
ZINAIDA ELMAZI,F,20,KOALICIJA VAKAT,,251
ZINETA SKENDERI,F,22,NOVA DEMOKRATSKA STRANKA,,43
ZOJA LLESHI BERISHA,F,2,Partia Demokratike e Kosovës Aleanca për Ardhmërinë e Kosovës Nisma për Kosovën Partia e Drejtësisë Lëvizja për Bashkim Partia Shqiptare Demokristiane e Kosovës Partia Konservatore e Kosovës Alternativa Demokratike e Kosovës Republikanët e Kosovës Partia e Ballit Partia Socialdemokrate Balli Kombëtar i Kosovës,,4525
ZORAN MOJSILOVIĆ,M,12,GRAĐANSKA INICIJATIVA SRPSKA LISTA,,13460
ZORAN PEJČEV,M,8,PROGRESIVNA DEMOKRATSKA STRANKA,,302
ZORAN SPASIĆ,M,11,SAMOSTALNA LIBERALNA STRANKA,,273
ZUHRA KANI,F,22,NOVA DEMOKRATSKA STRANKA,,20
ZURAP ŠAIPI,M,20,KOALICIJA VAKAT,,109
