id,Party_ID,Party,Votes,Municipality
2,53,BOŠNJAČKA STRANKA DEMOKRATSKE AKCIJE KOSOVA,59,Gjakovë
2,54,LIDHJA DEMOKRATIKE E KOSOVËS,6091,Gjakovë
2,55,POKRET ZA GORA,3,Gjakovë
2,56,SAMOSTALNA LIBERALNA STRANKA,6,Gjakovë
2,57,KOSOVA DEMOKRATIK TÜRK PARTISI,24,Gjakovë
2,58,PARTIA DEMOKRATIKE E KOSOVËS PARTIA E DREJTËSISË LËVIZJA PËR BASHKIM PARTIA SHQIPTARE DEMOKRISTIANE E KOSOVËS PARTIA KONSERVATORE E KOSOVËS,6166,Gjakovë
2,46,NOVA DEMOKRATSKA STRANKA,3,Gjakovë
2,47,INICIATIVA E RE DEMOKRATIKE E KOSOVËS,257,Gjakovë
2,48,KOALICIJA ZA GORA,12,Gjakovë
2,59,NISMA PËR KOSOVËN,609,Gjakovë
2,60,LËVIZJA GRUPIMI TRADICIONAL SHQIPTAR,2,Gjakovë
20,33,PROGRESIVNA DEMOKRATSKA STRANKA,54,Prizren
20,34,PARTIA ROME E BASHKUAR E KOSOVËS,242,Prizren
20,37,PARTIA E FORTË,86,Prizren
20,38,SRPSKA LISTA,106,Prizren
20,35,LËVIZJA VETËVENDOSJE!,6987,Prizren
20,36,KOALICIJA VAKAT,3705,Prizren
20,41,SOCIJALDEMOKRATIJA,17,Prizren
20,42,KOSOVAKI NEVI ROMANI PARTIA,372,Prizren
20,39,POKRET ZA DEMOKRATSKI PROSPERITET,27,Prizren
20,40,ALEANCA KOSOVA E RE,939,Prizren
20,31,PARTIA LIBERALE EGJIPTIANE,104,Prizren
20,32,PARTIA DEMOKRATIKE E ASHKANLIVE TË KOSOVËS,323,Prizren
20,46,NOVA DEMOKRATSKA STRANKA,2547,Prizren
20,47,INICIATIVA E RE DEMOKRATIKE E KOSOVËS,72,Prizren
20,48,KOALICIJA ZA GORA,43,Prizren
20,49,PARTIA E ASHKALINJEVE PER INTEGRIM,55,Prizren
20,50,STRANKA DEMOKRATSKE AKCIJE,269,Prizren
20,51,CENTAR DEMOKRATSKE UNIJE,654,Prizren
20,52,KOSOVA TÜRK ADALET PARTISI,769,Prizren
